,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,parsed_json,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
709,710,Amber Brock,20,Unknown,,,Mirandaville,brianbenson@yahoo.com,2022-01-27 16:31:06,Data science,,active,0.0,average,191.0,1996-12-07 00:00:00,"986 Brown Cliff Apt. 309, New Gregory",,,,,,,,,,,,,,,,,,,
710,711,,20,Female,62.0,,West Mark,codycarroll@hotmail.com,2023-05-28 01:51:10,Data science,,pending,,excellent,95.0,2024-03-30 06:45:00,"696 Roth Falls Suite 393, Port Joseph","{""hobbies"": [""our"", ""thing""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 1}, ""soft"": [""between"", ""information""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 888, ""mother"": 1339}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",,,,"{'hobbies': ['our', 'thing'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['between', 'information']}, 'family': {'siblings': 0, 'income': {'father': 888, 'mother': 1339}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","our,thing",2.0,3.0,1.0,"between,information",0.0,888.0,1339.0,laptop,Lenovo,2020.0,phone,Apple,2020.0
711,712,Mr. Timothy Herrera,18,Female,,+1-316-265-1050,East Tammy,,2022-12-28 14:26:00,Data science,77.0,pending,0.0,good,64.0,1989-09-30 00:00:00,"Apartment 13, Cobbfort district, Tashkent, UZ, 100837","{""hobbies"": [""manage"", ""nature""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""score"", ""difference""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 640, ""mother"": 244}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent, Cobbfort,100837,"{'hobbies': ['manage', 'nature'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['score', 'difference']}, 'family': {'siblings': 3, 'income': {'father': 640, 'mother': 244}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","manage,nature",1.0,5.0,4.0,"score,difference",3.0,640.0,244.0,laptop,Dell,2024.0,phone,Samsung,2018.0
712,713,Johnny Alexander,18,Unknown,90.0,,Port Natashastad,ali@gmail.com,1974-03-26 20:31:00,Python,,inactive,0.0,excellent,243.0,1977-08-16 00:00:00,UZ 100627 Tashkent Burkeside,"{""hobbies"": [""of"", ""wrong""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""everybody"", ""education""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1148, ""mother"": 817}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",Tashkent,,100627,"{'hobbies': ['of', 'wrong'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['everybody', 'education']}, 'family': {'siblings': 0, 'income': {'father': 1148, 'mother': 817}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}","of,wrong",5.0,2.0,2.0,"everybody,education",0.0,1148.0,817.0,laptop,Lenovo,2015.0,phone,Samsung,2024.0
713,714,Marcus Sanchez,21,Female,90.0,,Lake Jasonmouth,,1980-07-14 00:00:00,Data science,,pending,,excellent,58.0,2018-11-06 10:50:00,UZ 100938 Tashkent New Aliciaview,"{""hobbies"": [""save"", ""beat""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 4}, ""soft"": [""usually"", ""yard""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1394, ""mother"": 262}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,,100938,"{'hobbies': ['save', 'beat'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['usually', 'yard']}, 'family': {'siblings': 1, 'income': {'father': 1394, 'mother': 262}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","save,beat",1.0,2.0,4.0,"usually,yard",1.0,1394.0,262.0,laptop,HP,2024.0,phone,Xiaomi,2021.0
714,715,Brian Payne,18,Male,81.0,+1-307-853-9838,New Mary,,1991-03-02 00:00:00,Data science,,pending,,average,143.0,1976-03-03 00:00:00,"26959 Mark Coves Apt. 082, North Thomasberg","{""hobbies"": [""PM"", ""toward""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 2}, ""soft"": [""dark"", ""resource""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 460, ""mother"": 662}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",,,,"{'hobbies': ['PM', 'toward'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['dark', 'resource']}, 'family': {'siblings': 0, 'income': {'father': 460, 'mother': 662}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}","PM,toward",4.0,3.0,2.0,"dark,resource",0.0,460.0,662.0,laptop,Dell,2020.0,phone,Apple,2024.0
715,716,Kathy Wright,20,Male,90.0,,West Davidchester,april56@wiggins.info,2022-06-28 00:00:00,Data science,,active,0.0,excellent,82.0,1991-04-15 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""when"", ""avoid""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 5}, ""soft"": [""job"", ""account""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 775, ""mother"": 1043}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",,,,"{'hobbies': ['when', 'avoid'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 5}, 'soft': ['job', 'account']}, 'family': {'siblings': 0, 'income': {'father': 775, 'mother': 1043}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","when,avoid",4.0,3.0,5.0,"job,account",0.0,775.0,1043.0,laptop,Dell,2017.0,phone,Samsung,2019.0
716,717,,20,Female,,+1-016-363-9556,Lake Rebecca,ali@gmail.com,2022-05-02 10:28:02,Data science,,pending,,good,210.0,2022-08-10 09:16:22,"Apartment 4, South Christopher district, Tashkent, UZ, 100917","{""hobbies"": [""to"", ""name""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 3}, ""soft"": [""government"", ""dark""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 721, ""mother"": 1194}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2020}]}",Tashkent, South Christopher,100917,"{'hobbies': ['to', 'name'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['government', 'dark']}, 'family': {'siblings': 1, 'income': {'father': 721, 'mother': 1194}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}","to,name",2.0,1.0,3.0,"government,dark",1.0,721.0,1194.0,laptop,Lenovo,2022.0,phone,Xiaomi,2020.0
717,718,Sara Contreras,18,Unknown,,+1-239-890-6741,Port Meganberg,angela79@gmail.com,2022-10-04 14:39:54,Data science,,pending,0.0,,79.0,1970-08-16 00:00:00,UZ 100007 Tashkent Mclaughlinstad,"{""hobbies"": [""foreign"", ""school""], ""skills"": {""tech"": {""python"": 3, ""excel"": 1, ""sql"": 4}, ""soft"": [""want"", ""business""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 409, ""mother"": 1423}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",Tashkent,,100007,"{'hobbies': ['foreign', 'school'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['want', 'business']}, 'family': {'siblings': 2, 'income': {'father': 409, 'mother': 1423}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","foreign,school",3.0,1.0,4.0,"want,business",2.0,409.0,1423.0,laptop,HP,2023.0,phone,Apple,2023.0
718,719,Rodney Jackson,20,Unknown,87.0,+1-959-900-7842,Ramirezchester,ann40@moraleswolf.com,1998-11-09 00:00:00,Data science,,inactive,3.7,average,54.0,1985-04-13 00:00:00,"Apartment 20, North Katieville district, Tashkent, UZ, 100714","{""hobbies"":[""significant"", ""knowledge""]}",Tashkent, North Katieville,100714,"{'hobbies': ['significant', 'knowledge']}","significant,knowledge",,,,,,,,,,,,,
719,720,Amanda Miller,18,Male,68.0,,West Matthewshire,,2009-06-16 00:00:00,Data_sciense,,pending,0.0,average,240.0,2008-12-02 18:43:00,UZ 100243 Tashkent Meganhaven,"{""hobbies"":[""defense"", ""hotel""]}",Tashkent,,100243,"{'hobbies': ['defense', 'hotel']}","defense,hotel",,,,,,,,,,,,,
720,721,Cody Wilson,19,Female,95.0,+1-113-509-6348,North Kristin,daviskevin@aguilarmoran.com,2022-06-13 04:10:10,Python,,pending,0.0,,193.0,1979-09-24 06:40:43,UZ 100355 Tashkent New Jenniferport,"{""hobbies"": [""place"", ""become""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 1}, ""soft"": [""much"", ""anything""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1106, ""mother"": 597}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,,100355,"{'hobbies': ['place', 'become'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 1}, 'soft': ['much', 'anything']}, 'family': {'siblings': 5, 'income': {'father': 1106, 'mother': 597}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","place,become",1.0,3.0,1.0,"much,anything",5.0,1106.0,597.0,laptop,Dell,2019.0,phone,Xiaomi,2021.0
721,722,Danielle Brown,19,Unknown,77.0,+1-032-351-1177,Gibsonport,,2002-12-06 00:00:00,Data science,81.0,pending,,excellent,57.0,1980-03-31 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"":[""hold"", ""feel""]}",,,,"{'hobbies': ['hold', 'feel']}","hold,feel",,,,,,,,,,,,,
722,723,William Davis,18,Male,,+1-896-831-1482,Scottfurt,,2023-11-14 00:00:00,Data science,61.0,inactive,0.0,excellent,102.0,1976-09-03 23:57:00,"Apartment 5, West Austin district, Tashkent, UZ, 100839","{""hobbies"": [""off"", ""because""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 5}, ""soft"": [""government"", ""exactly""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1151, ""mother"": 296}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",Tashkent, West Austin,100839,"{'hobbies': ['off', 'because'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['government', 'exactly']}, 'family': {'siblings': 4, 'income': {'father': 1151, 'mother': 296}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","off,because",5.0,4.0,5.0,"government,exactly",4.0,1151.0,296.0,laptop,Lenovo,2023.0,phone,Apple,2023.0
723,724,James Perez,20,Female,82.0,+1-326-340-6267,East Andrew,xcarr@gmail.com,1980-03-14 00:00:00,Data_sciense,,inactive,,average,60.0,1970-12-19 00:00:00,"63452 Johnny Ports Suite 957, North Maria",,,,,,,,,,,,,,,,,,,
724,725,Ashley Harper,18,Male,,+1-662-376-7419,Franciscobury,katherine53@phillips.com,1983-10-04 20:48:03,Data science,,active,0.0,,260.0,2022-11-04 05:31:42,UZ 100448 Tashkent North Marytown,"{""hobbies"":[""likely"", ""top""]}",Tashkent,,100448,"{'hobbies': ['likely', 'top']}","likely,top",,,,,,,,,,,,,
725,726,Jason Cunningham,20,Female,63.0,+1-390-644-9769,Williamsonstad,ali@gmail.com,2024-08-10 00:00:00,Data science,,active,4.5,average,263.0,2022-08-26 12:24:35,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,,,,,
726,727,Molly Hernandez,19,Male,75.0,+1-142-437-5779,Port Heatherbury,,2000-11-30 00:00:00,Data science,62.0,active,3.7,,194.0,1986-06-05 21:08:00,"479 Kimberly Dale Apt. 159, Newtonstad","{""hobbies"": [""society"", ""sometimes""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""detail"", ""certain""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 202, ""mother"": 448}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",,,,"{'hobbies': ['society', 'sometimes'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 4}, 'soft': ['detail', 'certain']}, 'family': {'siblings': 5, 'income': {'father': 202, 'mother': 448}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}","society,sometimes",5.0,1.0,4.0,"detail,certain",5.0,202.0,448.0,laptop,HP,2022.0,phone,Samsung,2022.0
727,728,,18,Male,90.0,,West Tammie,,1998-09-18 04:51:00,Data science,,inactive,,excellent,62.0,2022-11-25 23:42:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""whole"", ""century""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 1}, ""soft"": [""analysis"", ""receive""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1026, ""mother"": 1286}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",,,,"{'hobbies': ['whole', 'century'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['analysis', 'receive']}, 'family': {'siblings': 5, 'income': {'father': 1026, 'mother': 1286}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}","whole,century",4.0,2.0,1.0,"analysis,receive",5.0,1026.0,1286.0,laptop,HP,2016.0,phone,Apple,2023.0
728,729,Glenn Nguyen,21,Unknown,65.0,+1-625-645-7646,Davidland,perrytrevor@hotmail.com,2010-10-30 00:00:00,Python,,pending,4.5,average,180.0,2005-01-15 00:00:00,"2360 Bass Gateway, Port Wesley","{""hobbies"":[""phone"", ""around""]}",,,,"{'hobbies': ['phone', 'around']}","phone,around",,,,,,,,,,,,,
729,730,,18,Male,81.0,+1-154-940-4835,Lake Joseph,bdelgado@gmail.com,2020-04-02 00:00:00,Data science,,active,0.0,good,58.0,1990-01-07 20:29:00,UZ 100825 Tashkent Carlosberg,"{""hobbies"":[""walk"", ""enter""]}",Tashkent,,100825,"{'hobbies': ['walk', 'enter']}","walk,enter",,,,,,,,,,,,,
730,731,Janet Mueller,20,Male,90.0,,Greerhaven,,2022-03-03 10:50:42,Data science,,inactive,0.0,excellent,69.0,1980-11-07 23:05:00,"031 Annette Harbors Suite 552, Ellisview","{""hobbies"":[""role"", ""marriage""]}",,,,"{'hobbies': ['role', 'marriage']}","role,marriage",,,,,,,,,,,,,
731,732,Andrea Parsons,19,Male,76.0,+1-853-323-0304,Robertstad,crusso@ray.com,2012-09-04 21:49:24,Python,,inactive,,excellent,219.0,2002-11-05 17:42:04,"Brianberg 11-kv, dom 28, Tashkent",,Tashkent,,,,,,,,,,,,,,,,,
732,733,Ann Ford,18,Female,68.0,+1-562-185-2442,Nealmouth,,2018-01-24 00:00:00,Python,,active,3.7,excellent,193.0,2011-02-20 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""deep"", ""understand""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 2}, ""soft"": [""region"", ""reach""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1105, ""mother"": 1139}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",,,,"{'hobbies': ['deep', 'understand'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['region', 'reach']}, 'family': {'siblings': 3, 'income': {'father': 1105, 'mother': 1139}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}","deep,understand",4.0,3.0,2.0,"region,reach",3.0,1105.0,1139.0,laptop,HP,2017.0,phone,Xiaomi,2019.0
733,734,,20,Unknown,,,Port Joshuaborough,,1990-06-18 00:00:00,Python,,inactive,4.5,,182.0,1980-07-30 00:00:00,"34007 Young Courts, South Kennethborough","{""hobbies"": [""wait"", ""reduce""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 5}, ""soft"": [""face"", ""after""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 734, ""mother"": 1086}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",,,,"{'hobbies': ['wait', 'reduce'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['face', 'after']}, 'family': {'siblings': 4, 'income': {'father': 734, 'mother': 1086}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}","wait,reduce",2.0,2.0,5.0,"face,after",4.0,734.0,1086.0,laptop,HP,2024.0,phone,Samsung,2020.0
734,735,Jeffrey Harper,19,Female,,,North Jameston,joshuaproctor@morganlane.biz,2001-07-25 12:59:00,Data science,,pending,4.5,excellent,71.0,2006-09-28 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"":[""certain"", ""us""]}",,,,"{'hobbies': ['certain', 'us']}","certain,us",,,,,,,,,,,,,
735,736,Roy Buchanan,18,Unknown,90.0,+1-180-674-9803,South Ivanland,lisa49@gilbertmorris.com,2019-09-22 04:47:00,Data science,,inactive,,good,292.0,1977-03-22 00:00:00,UZ 100284 Tashkent South Elizabethburgh,"{""hobbies"": [""must"", ""add""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""them"", ""laugh""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 959, ""mother"": 459}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",Tashkent,,100284,"{'hobbies': ['must', 'add'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['them', 'laugh']}, 'family': {'siblings': 5, 'income': {'father': 959, 'mother': 459}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}","must,add",1.0,5.0,4.0,"them,laugh",5.0,959.0,459.0,laptop,Lenovo,2024.0,phone,Apple,2019.0
736,737,Kimberly Mckinney,22,Female,,,Josephton,jessicahopkins@cobb.com,1982-12-28 00:00:00,Data science,,active,1.15,excellent,120.0,2021-08-07 08:47:09,"BROKEN,ADDRESS,DATA,,,","{""hobbies"":[""deal"", ""all""]}",,,,"{'hobbies': ['deal', 'all']}","deal,all",,,,,,,,,,,,,
737,738,Richard Todd,22,Female,,+1-262-772-2943,Darrylland,ali@gmail.com,2017-11-21 00:00:00,Python,,pending,,average,233.0,2022-07-25 13:25:47,"37735 Mendoza Extensions Suite 641, Port Brian","{""hobbies"":[""enjoy"", ""southern""]}",,,,"{'hobbies': ['enjoy', 'southern']}","enjoy,southern",,,,,,,,,,,,,
738,739,Joshua Phillips,18,Male,,,Ingramview,stephen59@love.com,2013-09-01 00:00:00,Data science,,pending,,excellent,67.0,1995-02-03 00:00:00,"Apartment 21, North Amandachester district, Tashkent, UZ, 100894","{""hobbies"":[""understand"", ""help""]}",Tashkent, North Amandachester,100894,"{'hobbies': ['understand', 'help']}","understand,help",,,,,,,,,,,,,
739,740,,20,Male,69.0,+1-621-763-5302,Stephenfurt,gibsonjacob@garciacurtis.info,1989-12-02 00:00:00,Data science,100.0,active,3.7,good,110.0,1992-06-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""also"", ""suggest""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 4}, ""soft"": [""glass"", ""gun""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 568, ""mother"": 1500}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}",,,,"{'hobbies': ['also', 'suggest'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 4}, 'soft': ['glass', 'gun']}, 'family': {'siblings': 5, 'income': {'father': 568, 'mother': 1500}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}","also,suggest",3.0,5.0,4.0,"glass,gun",5.0,568.0,1500.0,laptop,Lenovo,2017.0,phone,Apple,2021.0
740,741,Melinda Wright,19,Unknown,56.0,,East Jason,,1992-03-25 00:00:00,Python,,active,,average,96.0,1985-02-20 16:33:10,"Port Angelfort 6-kv, dom 20, Tashkent","{""hobbies"": [""as"", ""job""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 3}, ""soft"": [""man"", ""upon""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 924, ""mother"": 1178}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent,,,"{'hobbies': ['as', 'job'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['man', 'upon']}, 'family': {'siblings': 3, 'income': {'father': 924, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}","as,job",2.0,1.0,3.0,"man,upon",3.0,924.0,1178.0,laptop,Lenovo,2019.0,phone,Samsung,2018.0
741,742,Jonathan Anderson,22,Male,77.0,,New Dawnshire,,2012-10-26 00:00:00,Data science,,pending,,excellent,283.0,1991-09-13 00:00:00,"Apartment 49, Lisastad district, Tashkent, UZ, 100302","{""hobbies"": [""page"", ""Congress""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 2}, ""soft"": [""have"", ""form""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 887, ""mother"": 1435}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent, Lisastad,100302,"{'hobbies': ['page', 'Congress'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 2}, 'soft': ['have', 'form']}, 'family': {'siblings': 5, 'income': {'father': 887, 'mother': 1435}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}","page,Congress",2.0,3.0,2.0,"have,form",5.0,887.0,1435.0,laptop,Lenovo,2021.0,phone,Apple,2020.0
742,743,Richard Rogers,19,Unknown,,+1-822-405-4295,Port Wandashire,yanggary@milesmorris.info,2014-01-03 00:00:00,Python,,active,3.7,good,133.0,2021-04-07 15:48:00,UZ 100742 Tashkent Port Martha,,Tashkent,,100742,,,,,,,,,,,,,,,
743,744,Jonathan Stevens,18,Male,70.0,,Andreafurt,ali@gmail.com,1992-01-28 00:00:00,Data science,,active,,excellent,214.0,2013-06-26 00:41:00,"Courtneyport 16-kv, dom 13, Tashkent","{""hobbies"": [""course"", ""benefit""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""choose"", ""their""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1187, ""mother"": 1136}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,,,"{'hobbies': ['course', 'benefit'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 2}, 'soft': ['choose', 'their']}, 'family': {'siblings': 1, 'income': {'father': 1187, 'mother': 1136}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}","course,benefit",1.0,1.0,2.0,"choose,their",1.0,1187.0,1136.0,laptop,Dell,2024.0,phone,Samsung,2019.0
744,745,Lisa Murphy,21,Unknown,74.0,+1-502-454-7420,East Lauren,michaelwalker@ericksonmartin.biz,1983-09-19 00:00:00,Data science,61.0,active,3.7,good,76.0,1972-12-05 00:00:00,"13169 Davis Knolls, Castroland","{""hobbies"": [""player"", ""daughter""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 1}, ""soft"": [""light"", ""as""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 536, ""mother"": 1001}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",,,,"{'hobbies': ['player', 'daughter'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['light', 'as']}, 'family': {'siblings': 0, 'income': {'father': 536, 'mother': 1001}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}","player,daughter",4.0,4.0,1.0,"light,as",0.0,536.0,1001.0,laptop,Dell,2022.0,phone,Xiaomi,2021.0
